                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                      0,                 201.95,                      0,                0.05496,                0.12847,                0.02812,                0.00636,                 2.6427,                 44.536,                 3.2627,                      0,                      0,                      0
